"product_id";"short_descr"
"110";"The Cygnett CY0091CPLAV Lavish Ultra-Soft Leather Case for iPhone 4, in Turquoise, is effortless in style and function. This premium leather case is crafted from high-grade, ultra-soft lambskin that is exquisite to touch. Add an element of sophistication and luxury while protecting your iPhone. The case allows complete access to touchscreen, buttons, camera, charging and syncing.<BR><BR><UL><LI>Turquoise Lavish ultra-soft leatehr case for iPhone 4<LI>Exquisitely soft to touch<LI>Made with the finest grade lambskin leather<LI>Solid craftsmanship that is made to withstand everyday wear and tear<LI>Flip-down design<LI>Protects and provides both style and function<LI>Allows complete access to touchscreen, buttons, camera, charging and syncing<LI>Includes screen protector<LI>Microfiber cleaning cloth<LI>Cloth guards against scratches, smudges and dust</LI></UL><BR>"
"111";"The Cygnett CY0092CPGLA Glam Patent Leather Case for iPhone 4, in Red, is straight off the catwalks of Europe. This glossy patent leather number will trend-set while you jet-set uptown or downtown. And it has a stylish flip down design for easy access. Keeping your iPhone safe, you will be free to parade the streets while your iPhone shines.<BR><BR><UL><LI>Red glossy patent leather case<LI>Plush microsuede interior<LI>Credit card pocket<LI>Stylish flip-down design for easy access<LI>Full access to iPhone screen, buttons, camera, charging and syncing functions<LI>Includes screen protector<LI>Microfiber cleaning cloth<LI>Cloth guards against scratches, smudges and dust</LI></UL><BR>"
"112";"The Cygnett CY0105ACCAR CarGo iPad Car Mount Bracket with 360-Degree Rotation transforms your back seat into a digital entertainment hub. It is perfect for keeping backseat passengers busy while allowing the driver to concentrate on the road. CarGo provides a safe and stable place for your iPad. The 360-degree rotation and tilt feature allows the iPad screen to be angled vertically or horizontally for perfect glare free viewing by one or more backseat passengers.<BR><BR><UL><LI>CarGo iPad car mount bracket<LI>Connect easily to charger or plug in earphones<LI>Snaps on or off your headrest metal brackets in seconds<LI>360-degree rotation and tilt feature<LI>Watch movies, play games, listen to music on the road completely hands-free<LI>Functional design allows for use with iPad with or without a case<LI>Precisely engineered fingers grip your iPad affording extra stability for more stable viewing<LI>Easy access to all ports and controllers<LI>Earphone port for use with headphones<LI>Perfect for keeping kids entertained on long drives</LI></UL><BR>Retail box dimensions: 9.23'' H x 6.5'' L x 2.52'' W Retail box weight: 0.58 lbs."
"113";"The Cygnett CY0106CPSND Snaps Duo Silicon Frames for iPhone 4, in Red and Black, are great for night and day or work and play. Make the transition by switching your Snaps frame to instantly change the look of your iPhone. Snaps protect iPhone edges against bumps and drops. And dual screen protectors guard front and back surfaces against scratches.<BR><BR><UL><LI>Red and Black Snaps Duo Silicon Frames for iPhone 4<LI>360-degree protection<LI>Silicon frame protects edges<LI>Back and front protectors guard iPhone surfaces<LI>Pack contains 2 Snaps: 1 black and 1 red<LI>Go conservative with black or express yourself with color<LI>Simple modern design<LI>Snap on a new frame for an instant change of scene<LI>Access to all ports, controls and connectors</LI></UL><BR>"
"114";"The Cygnett CY0109CPSND Snaps Duo Silicon Frames for iPhone 4, in Gray and Black, are great for night and day or work and play. Make the transition by switching your Snaps frame to instantly change the look of your iPhone. Snaps protect iPhone edges against bumps and drops. And dual screen protectors guard front and back surfaces against scratches.<BR><BR><UL><LI>Gray and Black Snaps Duo Silicon Frames for iPhone 4<LI>360-degree protection<LI>Silicon frame protects edges<LI>Back and front protectors guard iPhone surfaces<LI>Pack contains 2 Snaps: 1 black and 1 gray<LI>Go conservative with black or express yourself with color<LI>Simple modern design<LI>Snap on a new frame for an instant change of scene<LI>Access to all ports, controls and connectors</LI></UL><BR>"
"115";"The Cygnett CY0110CPSND Snaps Duo Silicon Frames for iPhone 4, in Yellow and Black, are great for night and day or work and play. Make the transition by switching your Snaps frame to instantly change the look of your iPhone. Snaps protect iPhone edges against bumps and drops. And dual screen protectors guard front and back surfaces against scratches.<BR><BR><UL><LI>Yellow and Black Snaps Duo Silicon Frames for iPhone 4<LI>360-degree protection<LI>Silicon frame protects edges<LI>Back and front protectors guard iPhone surfaces<LI>Pack contains 2 Snaps: 1 black and 1 yellow<LI>Go conservative with black or express yourself with color<LI>Simple modern design<LI>Snap on a new frame for an instant change of scene<LI>Access to all ports, controls and connectors</LI></UL><BR>"
"116";"The Cygnett CY0111CPSND Snaps Duo Silicon Frames for iPhone 4, in Blue and Black, are great for night and day or work and play. Make the transition by switching your Snaps frame to instantly change the look of your iPhone. Snaps protect iPhone edges against bumps and drops. And dual screen protectors guard front and back surfaces against scratches.<BR><BR><UL><LI>Blue and Black Snaps Duo Silicon Frames for iPhone 4<LI>360-degree protection<LI>Silicon frame protects edges<LI>Back and front protectors guard iPhone surfaces<LI>Pack contains 2 Snaps: 1 black and 1 blue<LI>Go conservative with black or express yourself with color<LI>Simple modern design<LI>Snap on a new frame for an instant change of scene<LI>Access to all ports, controls and connectors</LI></UL><BR>"
"117";"The Cygnett CY0161ACFLE FlexiView Adjustable Stand for iPad is stable yet adjustable. The FlexiView allows you to maximize your iPad interaction and minimize hand strain. It features three functioning positions: typing, movie viewing and presentation. You can also view your iPad in portrait or landscape mode in any position. The FlexiView stand features a rubberized body to securely hold your iPad without slipping - even when you are typing. The adjustable arm means you can place your iPad at varying angles for glare-free viewing in different light conditions.<BR><BR><UL><LI>Adjustable stand for iPad<LI>Type on he screen keyboard or access your iPad apps<LI>View movies, TV shows, videos<LI>Present from or share your iPad with an audience<LI>Easily switch between portrait (vertical) or landscape (horizontal) view<LI>Safe and secure hands-free operatiion<LI>Rubberized stand with non-slip base<LI>Use with the Cygnett KeyPad wireless keyboard to transform your iPad into a workstation<LI>Rubberized body to prevent slipping<LI>Adjustable arm to change angles for glare-free viewing</LI></UL><BR>Retail box dimensions: 6.37'' H x 4.92'' L x 1.18'' W Retail box weight: 0.34 lbs."
"118";"The Cygnett CY0169CTFRO BlackFrost Matte Slim Cse for iPod Touch 4 provides covert protection with an all-over matte finish. This stealth-like BlackFrost slim case, in jet-black, includes an anti-glare screen protector to guard against fingerprints and scratches. The smooth rubber coating grips in your hand yet slides easily into your pocket.<BR><BR><UL><LI>Super-slim shield that protects corners without adding bulk<LI>Highly durable polycarbonate material<LI>Flexible snap-on design<LI>Smooth rubber coating grips in your hand<LI>Slides easily into your pocket<LI>Includes matte screen protector to guard against glares, smudges and fingerprints<LI>Microfibre cleaning cloth</LI></UL><BR>Retail packaging dimensions: 5.91'' H x 4.57'' L x 0.59'' W Retail package weight: 0.09 lbs."
"119";"The Cygnett CY0170CTFRO Frost Matte Slim Case for iPod Touch 4, in Red, is bright and smooth, yet hard-wearing and durable. This vibrantly colored see-through case has an anti-fingerprint surface that protects your iPod Touch from smudges, dirt and scratches. It provides form-fitting hard shell protection without adding bulk.<BR><BR><UL><LI>Super-slim shield that protects edges and corners without adding bulk<LI>Highly durable polycarbonate material that is strong and scratch-resistant<LI>Flexible snap-on design<LI>Grips in your hand<LI>Slides easily into your pocket<LI>Includes screen protector<LI>Microfibre cleaning cloth keeps your iPod Touch looking new</LI></UL><BR>Retail packaging dimensions: 5.91'' H x 4.57'' L x 0.59'' W Retail package weight: 0.09 lbs."
"120";"The Cygnett CY0172CTFRO Frost Matte Slim Case for iPod Touch 4, in Purple, is bright and smooth, yet hard-wearing and durable. This vibrantly colored see-through case has an anti-fingerprint surface that protects your iPod Touch from smudges, dirt and scratches. It provides form-fitting hard shell protection without adding bulk.<BR><BR><UL><LI>Super-slim shield that protects edges and corners without adding bulk<LI>Highly durable polycarbonate material that is strong and scratch-resistant<LI>Flexible snap-on design<LI>Grips in your hand<LI>Slides easily into your pocket<LI>Includes screen protector<LI>Microfibre cleaning cloth keeps your iPod Touch looking new</LI></UL><BR>Retail packaging dimensions: 5.91'' H x 4.57'' L x 0.59'' W Retail package weight: 0.09 lbs."
"121";"The Cygnett CY0173CTFRO Frost Matte Slim Case for iPod Touch 4, in Blue, is bright and smooth, yet hard-wearing and durable. This vibrantly colored see-through case has an anti-fingerprint surface that protects your iPod Touch from smudges, dirt and scratches. It provides form-fitting hard shell protection without adding bulk.<BR><BR><UL><LI>Super-slim shield that protects edges and corners without adding bulk<LI>Highly durable polycarbonate material that is strong and scratch-resistant<LI>Flexible snap-on design<LI>Grips in your hand<LI>Slides easily into your pocket<LI>Includes screen protector<LI>Microfibre cleaning cloth keeps your iPod Touch looking new</LI></UL><BR>Retail packaging dimensions: 5.91'' H x 4.57'' L x 0.59'' W Retail package weight: 0.09 lbs."
"122";"The Cygnett CY0174CTMER Mercury Reflective Low-Pro Case for iPod Touch 4 features an all-over finish like molten metal and a mirrored screen protector. This low profile hard case protects vulnerable curves and surfaces of your iPod Touch from bumps and scratches. And you have complete access to all ports and controls.<BR><BR><UL><LI>Mercury reflective low-pro case for iPod touch 4<LI>Low profile hard case<LI>Protects vulnerable curves and surfaces<LI>Glides easily in and out of your pocket<LI>Simple ninimalist snap-on design<LI>Complete access to all ports and controls<LI>Includes mirrored screen protector and microfibre cleaning cloth</LI></UL><BR>Retail box dimensions: 5.9'' H x 4.56'' L x .59'' W Retail box weight: 0.1 lbs."
"123";"The Cygnett CY0177CTPRI Prism Paradox Lava Red Etched Flexi-Case for iPod Touch 4 protects your iPod touch from scratches and bumps without compromising on style. The case is made from highly durable TPU materials that resist abrasions, impacts and tears. This form-fitting TPU case has a high-gloss finish and subtle pattern that adds style and personality.<BR><BR><UL><LI>Lava Red Prism Paradox etched flexi-case for iPod touch 4<LI>Made from highly durable TPU material<LI>Resists abrasions, impacts and tears<LI>Unique form fitting design encapsulates iPod touch<LI>Access to all ports, controls and connectors<LI>Includes screen protector and microfibre cleaning cloth</LI></UL><BR>Retail box dimensions: 5.91'' H x 4.57'' L x 0.59'' W Retail box weight: 0.11 lbs."
"124";"The Cygnett CY0179CTPRI Prism Paradox Dark Crystal Etched Flexi-Case for iPod Touch 4 protects your iPod touch from scratches and bumps without compromising on style. The case is made from highly durable TPU materials that resist abrasions, impacts and tears. This form-fitting TPU case has a high-gloss finish and subtle pattern that adds style and personality.<BR><BR><UL><LI>Dark Crystal Prism Paradox etched flexi-case for iPod touch 4<LI>Made from highly durable TPU material<LI>Resists abrasions, impacts and tears<LI>Unique form fitting design encapsulates iPod touch<LI>Access to all ports, controls and connectors<LI>includes screen protector and microfibre cleaning cloth</LI></UL><BR>Retail box dimensions: 5.91'' H x 4.57'' L x 0.59'' W Retail box weight: 0.11 lbs."
"125";"With the Cygnett CY-A-S2 Safari II Mini Wireless FM Transmitter with Charger helps you gear up for your journey and play your favorite songs out loud via your car or home FM stereo. Give up the hunt for your tangled earbuds. Glide through the FM stations with touch-sensitive keys and fulfill your quest to charge up your iPod on the Go. The transmitter includes a car adapter and USB cable for charging your iPod or iPhone.<BR><BR><UL><LI>Play your music wirelessly through your FM car or home stereo<LI>Sinple tough-sensitive keys to navigate easily through channels<LI>Includes car adapter that also works with your computer<LI>Recalls the last frequency so you do not have to re-adjust settings<LI>Digital tuning, use the backlit screen to find the best FM channel<LI>Compatible with iPhone; No batteries required<LI>Operates on wide range FM channels (87.6Mhz to 107.9Mhz)<LI>Cord-free, listen without getting tangled in earphone wires<LI>Uses minimal power to transmit FM signal<LI>Switches off automatically after 60 seconds when no signal is received</LI></UL><BR>"
"126";"The iLuv ICC756BLK Black Leatherette Clip Case for iPhone 4 CDMA protects your iPhone from scrapes and scratches. The attached belt clip makes it convenient to take your iPhone anywhere without having to carry it. The case also includes a protective screen film.<BR><BR><UL><LI>Leatherette case<LI>Belt clip<LI>Protects your iPhone 4<LI>Protective screen film included<LI>Color: Black</LI></UL><BR>"
"127";"The iLuv ICC818 Flexi Gel Case for iPad 2, in Black, is a perfect fit for your iPad 2. The ICC818 protects your iPad from scratches and fingerprints. Fitting snugly around your iPad, it allows full access to the audio output jack, dock connector, multi-touch display and all iPad controls.<BR><BR><UL><LI>Black flexi gel case<LI>Light, flexible and tear/damage resistant<LI>Perfect, secure fit for your iPad<LI>Protects your iPad from scratches and fingerprints<LI>Silicone construction provides durability and protection<LI>Works with iPad 2nd Gen</LI></UL><BR>"
"128";"The iLuv ICC818 Flexi Gel Case for iPad 2, in White, is a perfect fit for your iPad 2. The ICC818 protects your iPad from scratches and fingerprints. Fitting snugly around your iPad, it allows full access to the audio output jack, dock connector, multi-touch display and all iPad controls.<BR><BR><UL><LI>White flexi gel case<LI>Light, flexible and tear/damage resistant<LI>Perfect, secure fit for your iPad<LI>Protects your iPad from scratches and fingerprints<LI>Silicone construction provides durability and protection<LI>Works with iPad 2nd Gen</LI></UL><BR>"
"129";"The Monster AI 1000 Y-SPLT 129341 iSplitter 1000 for iPod and iPhone makes sharing music and movies easy and convenient. Just plug it into any standard headphone jack and connect two pairs of headphones. Now you and a friend can listen to music or watch a movie together. Two independent volume controls let both listeners set their own volume. The Monster iSplitter 1000 is also tough enough to go anywhere with you - in the car, on the plane, or in your bag, no problem.<BR><BR><UL><LI>Y-splitter with volume control and mute<LI>1/8 inch connector fits any standard 3.5mm headphone jack<LI>Two independent volume controls to set the perfect volume level for each listener<LI>Duraflex cable jacket for enhanced protection<LI>24k gold contacts maximize signal transfer and resist corrosion</LI></UL><BR>Package dimensions: 0.75 in. D x 8.0 in. H x 5.0 in. W Weight: 0.15 lb."
"130";" "
"131";"The Monster AI 500 FM-CH 129345 iCarPlay Wireless 500 FM Transmitter for iPod gives you headphones-free listening of your music library through your vehicle's FM radio. Connect the 12V adapter plug to your car's accessory outlet and the dock connector to your iPod. Once you're ready to rock, use the Easy-Twist Tumbler to easily choose the best frequency setting. The best signals can be stored on one of the 8 FM presets for quick future access. The Wireless 500 ensures a strong audio signal and quality performance thanks to its 24k gold contacts and Apple certification as a ''Made for iPod'' product.<BR><BR><UL><LI>Headphones-free listening through vehicle FM radio<LI>Easy-Twist Tumbler allows for one-handed changing of frequency settings<LI>Features 8 presets for keeping the best radio frequencies close at hand<LI>The low-profile charging plug with indicator light keeps things orderly<LI>24k gold contacts on the charging plug ensure high quality signal transfer<LI>Certified by Apple as, ''Made for iPod''</LI></UL><BR>Package dimensions: 2.12 in. D x 8.12 in. H x 5.0 in. W Weight: 0.3 lb."
"132";" "
"133";"Keep your iPod, iPhone and other portable devices charged up wherever you go with the iCarCharger 800. Its convenient design lets you charge your iPod or iPhone while simultaneously charging a USB device like a cell phone or wireless headset. Just plug the adapter into your car's 12V cigarette lighter and hook up the dock connector to your iPod. Then the in-line USB port provides charging for an additional USB compatible device, so charging on the road is easy.<BR><BR><BR>"
"134";"The Monster AI 800 MINI-7 129339 iCable 800 7 Ft. Cable for iPod and iPhone is the only thing you need to enjoy your iPod or iPhone on your car's auxiliary-in equipped stereo. Just connect the 7 foot mini-jack to mini-jack cable to your iPod and the auxiliary-in, turn the stereo on, and choose your music. It's that simple. There's no need to hassle with cassette adapters or tuning into the strongest FM signal.<BR><BR><UL><LI>7 ft. mini-jack to mini-jack cable connects to aux-in vehicle stereos<LI>Dual Balanced conductors deliver more natural audio reproduction<LI>Double Helix construction cut electromagnetic interference<LI>24K gold contacts for optimal signal transfer and corrosion resistance<LI>Eliminates the need for cassette adapters or FM transmitters<LI>Duraflex jacket ensures the cable flexibility for in-car use</LI></UL><BR>Package dimensions: 2.12 in. D x 8.12 in. H x 5.0 in. W Weight: 0.24 lb."
"135";" "
"136";" "
"138";"The Coby CSMP145 Digital Speaker System is the perfect companion for your iPod or iPhone. Charge and play your iPod music in any room. Adjustable ambient lighting, 3.5mm stereo input, and a remote control are included.<BR><BR><UL><LI>Built-in universal dock charges and plays your iPod/iPhone music<LI>Full-range speaker system with adjustable ambient lighting<LI>50W total output power (25W x2)<LI>3.5mm headphone jack<LI>3.5mm audio line-in jack for use with any portable audio device<LI>Full function remote control<LI>AC 100-240V power input/output</LI></UL><BR>Retail box dimensions: 8.31'' H x 20.16'' D x 6.06'' W Retail box weight: 8 lbs."
"140";"The Coby CX39 World Band AM/FM/Shortwave Radio with Digital Display is a simple yet functional solution for your portable radio needs. Its sleek yet classic design features an integrated 3 inch dynamic speaker and headphone jack for private listening. Digital LCD display and capability to receive SW1 and SW2 world bands are just a few of its many features.<BR><BR><UL><LI>Sensitive AM/FM tuner<LI>Receives SW1 and SW2 world bands<LI>Digital LCD display<LI>High-performance telescopic antenna<LI>Integrated 3 inch dynamic speaker<LI>3.55mm headphone jack<LI>Built-in telescopic FM antenna<LI>Clock and alarm functions<LI>Color: Silver</LI></UL><BR>"
"141";"The Coby CX49 Personal AM/FM Stereo Cassette Player brings convenient, functional audio playing to your fingertips. Its lightweight compact design features a built-in belt clip for portable use. Enjoy auto stop at the end of the tape and a fully functional AM/FM tuner.<BR><BR><UL><LI>Stereo cassette player<LI>AM/FM tuner<LI>Auto stop at tape end<LI>Professional stereo headphones<LI>Built-in belt clip<LI>Built-in 3V DC jack (adapter NOT included)<LI>Requires 2 x ''AA'' batteries (NOT included)</LI></UL><BR>Retail box dimensions: 10.16'' H x 1.8'' D x 6.75'' W Retail box weight: 0.1"
"142";"Enjoy easy listening on-the-go with the CX-73 Pocket AM/FM Radio. Its sporty design and convenient belt clip and neck strap let you quickly and easily take it anywhere you need to go. A sensitive AM/FM tuner and Dynamic Bass Boost System (DBBS) enhance your audio listening experience. <BR><BR><UL><LI>Black pocket AM/FM radio<LI>Sensitive AM/FM tuner<LI>Dynamic Bass Boost System (DBBS)<LI>LED power on/off indicator<LI>3.5mm headphone jack<LI>Convenient belt clip and neck strap<LI>Requires 2 x AAA batteries (NOT included)<LI>Ultra-slim compact design<LI>FM frequency range: 88-108 MHz<LI>AM frequency range: 530-1700 kHz</LI></UL><BR>Retail box dimensions: 9'' H x 1.57'' D x 7.2'' W Retail box weight: 0.3"
"143";"The Coby CX73BLU Pocket AM/FM Radio, in Blue, enables you to enjoy easy listening on-the-go. Its sporty design and convenient belt clip and neck strap let you quickly and easily take it anywhere you need to go. A sensitive AM/FM tuner and Dynamic Bass Boost System (DBBS) enhance your audio listening experience.<BR><BR><UL><LI>Blue pocket AM/FM radio<LI>Sensitive AM/FM tuner<LI>Dynamic Bass Boost System (DBBS)<LI>LED power on/off indicator<LI>3.5mm headphone jack<LI>Convenient belt clip and neck strap<LI>Requires 2 x AAA batteries (NOT included<LI>Ultra-slim compact design<LI>FM frequency range: 88-108 MHz<LI>AM frequency range: 530-1700 kHz</LI></UL><BR>Retail box dimensions: 9'' H x 1.57'' D x 7.2'' W Retail box weight: 0.3"
"144";"The Coby CX73RED Pocket AM/FM Radio, in Red, enables you to enjoy easy listening on-the-go. Its sporty design and convenient belt clip and neck strap let you quickly and easily take it anywhere you need to go. A sensitive AM/FM tuner and Dynamic Bass Boost System (DBBS) enhance your audio listening experience.<BR><BR><UL><LI>Red pocket AM/FM radio<LI>Sensitive AM/FM tuner<LI>Dynamic Bass Boost System (DBBS)<LI>LED power on/off indicator<LI>3.5mm headphone jack<LI>Convenient belt clip and neck strap<LI>Requires 2 x AAA batteries (NOT included)<LI>Ultra-slim compact design<LI>FM frequency range: 88-108 MHz<LI>AM frequency range: 530-1700 kHz</LI></UL><BR>Retail box dimensions: 9'' H x 1.57'' D x 7.2'' W Retail box weight: 0.3"
"145";"Enjoy easy listening on-the-go with the Coby CX-73 Pocket AM/FM Radio. Its sporty design and convenient belt clip and neck strap let you quickly and easily take it anywhere you need to go. A sensitive AM/FM tuner and Dynamic Bass Boost System (DBBS) enhance your audio listening experience.<BR><BR><UL><LI>Silver pocket AM/FM radio<LI>Sensitive AM/FM tuner<LI>Dynamic Bass Boost System (DBBS)<LI>LED power on/off indicator<LI>3.5mm headphone jack<LI>Convenient belt clip and neck strap<LI>Requires 2 x AAA batteries (NOT included)<LI>Ultra-slim compact design<LI>FM frequency range: 88-108 MHz<LI>AM frequency range: 530-1700 kHz</LI></UL><BR>Retail box dimensions: 9'' H x 1.57'' D x 7.2'' W Retail box weight: 0.3"
"146";"The Coby CX789 Digital AM/FM/NOAA Radio with Dual Alarms is a simple yet functional solution for your portable radio needs. Its sleek yet classic design features an integrated 3 inch dynamic speaker and headphone jack for private listening. NOAA Weather Alert turns on automatically to broadcast weather advisories.<BR><BR><UL><LI>NOAA weather alert<LI>Digital AM/FM tuner<LI>Digital LCD display<LI>Clock with dual alarm timers<LI>High-performance telescopic antenna<LI>3.5mm headphone jack<LI>3-way power with AC/DC operation<LI>Color: Silver</LI></UL><BR>"
"147";"The Coby CXCD329SVR Slim Personal CD Player with Anti-Skip Protection in silver is a simple yet functional solution for your portable audio needs. Its sleek yet classic silver design features a digital LCD display and 60 second anti-skip memory makes sure your music keeps going even when the ride gets bumpy.<BR><BR><UL><LI>Slim silver compact design<LI>Digital LCD Display<LI>60-second anti-skip memory<LI>Play/pause, search, skip, random, repeat (repeat 1, reapeat all), hold functions<LI>Automatic power off<LI>3.5mm headphone jack<LI>20-20,000Hz frequency response<LI>Low battery detection<LI>Professional stereo headphones included<LI>Required 2 AA batteries (not included)</LI></UL><BR>Retail box dimensions: 11.75'' H x 3.8'' D x 7.5'' W Retail box weight: 1 lb."
"148";"The Coby CX-R60 Voice Activated Cassette Recorder is a simple solution for all your voice recording needs. A classic design packed full of features including one-touch recording and 3-speed record/play control. Its voice-activated recording system makes recording that meeting or seminar easier than ever.<BR><BR><UL><LI>Voice activated system with adjustable sensitivity control<LI>3-speed recorder<LI>One-touch recording system<LI>Cue marker function<LI>Built-in condenser microphone with sensitivity control<LI>Built-in full-range speaker<LI>3.5mm earphone and microphone jacks<LI>Color: Silver</LI></UL><BR>"
